Map: Gen

(57, 3, 9)
(40, 10, 10)
(48, 1, 12)
(38, 3, 6)
(36, 1, 11)
(41, 3, 7)
(48, 3, 11)
(49, 1, 9)
(48, 5, 12)
(38, 5, 12)
(49, 5, 10)
(37, 5, 13)
(49, 6, 2)
(49, 5, 12)
(59, 5, 12)
(49, 6, 4)
(38, 4, 7)
(46, 9, 3)
(49, 5, 7)
(49, 5, 12)
(59, 4, 12)
(49, 6, 7)
(59, 7, 19)
(40, 6, 10)
(60, 6, 13)
(50, 2, 7)
(90, 2, 7)
(40, 6, 10)
(50, 9, 12)
(25, 8, 7)
(41, 10, 10)
(52, 8, 3)
(42, 4, 12)
(43, 6, 12)
(32, 6, 6)
(23, 6, 13)
(32, 5, 6)
(45, 5, 9)
(55, 1, 12)
(22, 2, 12)
(23, 8, 12)
(25, 3, 12)
(23, 6, 12)
(26, 8, 2)
(52, 4, 9)
(22, 1, 12)
(22, 0, 12)
(23, 1, 4)
(52, 6, 6)
(56, 8, 2)
(28, 9, 7)
(28, 0, 10)
(26, 1, 4)
(66, 2, 13)
(27, 6, 2)
(29, 3, 5)
(29, 4, 6)
(28, 3, 7)
(27, 0, 12)
(51, 1, 12)
(51, 2, 12)
(51, 4, 10)
(53, 4, 6)
(24, 5, 9)
(25, 4, 6)
(55, 3, 13)
(42, 4, 0)
(22, 4, 12)
(52, 6, 7)
(22, 3, 10)
(23, 0, 12)
(26, 1, 12)
(52, 2, 12)
(66, 3, 12)
(15, 1, 12)
(14, 2, 12)
(12, 7, 6)
(12, 8, 12)
(13, 6, 6)
(14, 5, 13)
(21, 1, 9)
(13, 4, 0)
(13, 2, 13)
(22, 3, 7)
(22, 0, 4)
(53, 1, 12)
(22, 2, 7)
(25, 7, 6)
(26, 8, 2)
(52, 4, 3)
(31, 10, 11)
(22, 9, 7)
(23, 6, 6)
(22, 5, 8)
(25, 2, 6)
(23, 6, 16)
(23, 3, 7)
(24, 1, 12)
(24, 5, 13)
(56, 6, 7)
(23, 7, 6)
(21, 8, 12)
(52, 6, 12)
(21, 8, 4)
(63, 5, 6)
(52, 5, 11)
(52, 6, 7)
(64, 5, 17)
(44, 3, 3)
(23, 5, 5)
(63, 1, 14)
(36, 2, 13)
(26, 1, 16)
(14, 6, 4)
(69, 4, 5)
(29, 4, 2)
(29, 6, 12)
(28, 3, 12)
(27, 2, 12)
(27, 7, 6)
(58, 1, 13)
(29, 0, 12)
(71, 1, 12)
(19, 2, 12)
(18, 7, 11)
(50, 9, 0)
(28, 7, 12)
(25, 3, 4)
(20, 6, 6)
(58, 1, 12)
(22, 2, 5)
(53, 4, 4)
(24, 7, 12)
(32, 4, 6)
(33, 8, 14)
(33, 3, 3)
(43, 7, 10)
(33, 1, 12)
(43, 2, 6)
(33, 8, 12)
(35, 9, 12)
(33, 11, 12)
(33, 7, 4)
(43, 8, 12)
(39, 12, 12)
(40, 9, 13)
(50, 10, 6)
(49, 12, 19)
(40, 12, 3)
(40, 12, 19)
(30, 4, 4)
(4, 8, 6)
(4, 9, 12)
(10, 6, 7)
(10, 1, 4)
(10, 2, 5)
(10, 4, 2)
(17, 0, 12)
(17, 1, 12)
(19, 2, 12)
(20, 4, 19)
(21, 9, 12)
(22, 5, 12)
(26, 5, 12)
(22, 5, 5)
(23, 4, 6)
(23, 1, 12)
(111, 3, 6)
(23, 3, 4)
(25, 8, 12)
(23, 6, 6)
