Map: MapOut

(0, 0, 4)
(0, 1, 7)
(0, 2, 7)
(0, 3, 7)
(0, 4, 4)
(0, 5, 0)
(1, 0, 5)
(1, 1, 5)
(1, 2, 5)
(1, 3, 5)
(1, 4, 5)
(1, 5, 1)
(1, 8, 7)
(1, 9, 7)
(1, 10, 4)
(1, 11, 7)
(1, 12, 7)
(1, 13, 7)
(1, 14, 7)
(1, 15, 0)
(2, 0, 5)
(2, 1, 5)
(2, 2, 5)
(2, 3, 5)
(2, 4, 5)
(2, 5, 3)
(2, 8, 5)
(2, 9, 5)
(2, 10, 5)
(2, 11, 5)
(2, 12, 5)
(2, 13, 5)
(2, 14, 5)
(2, 15, 1)
(3, 0, 5)
(3, 1, 5)
(3, 2, 5)
(3, 3, 8)
(3, 4, 5)
(3, 5, 3)
(3, 6, 13)
(3, 8, 6)
(3, 9, 9)
(3, 10, 6)
(3, 11, 5)
(3, 12, 5)
(3, 13, 6)
(3, 14, 6)
(3, 15, 2)
(4, 0, 5)
(4, 1, 5)
(4, 2, 5)
(4, 3, 5)
(4, 4, 5)
(4, 5, 3)
(4, 11, 8)
(4, 12, 5)
(5, 0, 5)
(5, 1, 5)
(5, 2, 5)
(5, 3, 5)
(5, 4, 5)
(5, 5, 3)
(5, 8, 7)
(5, 9, 7)
(5, 10, 7)
(5, 11, 5)
(5, 12, 5)
(5, 13, 7)
(5, 14, 4)
(5, 15, 0)
(6, 0, 5)
(6, 1, 5)
(6, 2, 8)
(6, 3, 5)
(6, 4, 5)
(6, 5, 1)
(6, 8, 8)
(6, 9, 5)
(6, 10, 5)
(6, 11, 5)
(6, 12, 5)
(6, 13, 5)
(6, 14, 5)
(6, 15, 3)
(7, 0, 5)
(7, 1, 5)
(7, 2, 5)
(7, 3, 5)
(7, 4, 5)
(7, 5, 1)
(7, 8, 6)
(7, 9, 6)
(7, 10, 6)
(7, 11, 6)
(7, 12, 9)
(7, 13, 6)
(7, 14, 6)
(7, 15, 2)
(8, 0, 5)
(8, 1, 5)
(8, 2, 5)
(8, 3, 5)
(8, 4, 5)
(8, 5, 3)
(9, 0, 8)
(9, 1, 5)
(9, 2, 5)
(9, 3, 5)
(9, 4, 8)
(9, 5, 3)
(10, 0, 5)
(10, 1, 5)
(10, 2, 5)
(10, 3, 5)
(10, 4, 5)
(10, 5, 3)
(10, 8, 7)
(10, 9, 4)
(10, 10, 7)
(10, 11, 7)
(10, 12, 7)
(10, 13, 4)
(10, 14, 7)
(10, 15, 0)
(11, 0, 5)
(11, 1, 5)
(11, 2, 5)
(11, 3, 5)
(11, 4, 5)
(11, 5, 3)
(11, 8, 8)
(11, 9, 5)
(11, 10, 5)
(11, 11, 5)
(11, 12, 5)
(11, 13, 5)
(11, 14, 5)
(11, 15, 1)
(12, 0, 5)
(12, 1, 5)
(12, 2, 5)
(12, 3, 8)
(12, 4, 5)
(12, 5, 3)
(12, 8, 6)
(12, 9, 6)
(12, 10, 6)
(12, 11, 9)
(12, 12, 6)
(12, 13, 6)
(12, 14, 6)
(12, 15, 2)
(13, 0, 5)
(13, 1, 5)
(13, 2, 5)
(13, 3, 5)
(13, 4, 5)
(13, 5, 3)
(14, 0, 5)
(14, 1, 8)
(14, 2, 5)
(14, 3, 5)
(14, 4, 5)
(14, 5, 3)
(14, 8, 7)
(14, 9, 4)
(14, 10, 0)
(14, 11, 14)
(14, 12, 7)
(14, 13, 4)
(14, 14, 7)
(14, 15, 0)
(15, 0, 5)
(15, 1, 5)
(15, 2, 5)
(15, 3, 5)
(15, 4, 5)
(15, 5, 1)
(15, 8, 8)
(15, 9, 5)
(15, 10, 3)
(15, 12, 8)
(15, 13, 5)
(15, 14, 5)
(15, 15, 3)
(16, 0, 5)
(16, 1, 5)
(16, 2, 5)
(16, 3, 5)
(16, 4, 5)
(16, 5, 3)
(16, 8, 6)
(16, 9, 6)
(16, 10, 2)
(16, 12, 6)
(16, 13, 9)
(16, 14, 6)
(16, 15, 2)
(17, 0, 5)
(17, 1, 5)
(17, 2, 5)
(17, 3, 5)
(17, 4, 5)
(17, 5, 3)
(18, 0, 6)
(18, 1, 6)
(18, 2, 9)
(18, 3, 6)
(18, 4, 6)
(18, 5, 2)
