Map: Map19

(0, 0, 11)
(0, 1, 8)
(0, 2, 8)
(0, 3, 3)
(0, 4, 8)
(0, 5, 8)
(0, 6, 3)
(0, 7, 0)
(0, 8, 19)
(1, 0, 12)
(1, 1, 12)
(1, 2, 12)
(1, 3, 12)
(1, 4, 12)
(1, 5, 12)
(1, 6, 4)
(1, 7, 6)
(1, 8, 15)
(2, 0, 12)
(2, 1, 12)
(2, 2, 12)
(2, 3, 12)
(2, 4, 12)
(2, 5, 12)
(2, 6, 12)
(2, 7, 7)
(2, 8, 16)
(3, 0, 12)
(3, 1, 12)
(3, 2, 12)
(3, 3, 12)
(3, 4, 12)
(3, 5, 12)
(3, 6, 12)
(3, 7, 6)
(3, 8, 19)
(4, 0, 13)
(4, 1, 10)
(4, 2, 5)
(4, 3, 5)
(4, 4, 10)
(4, 5, 5)
(4, 6, 10)
(4, 7, 2)
(5, 0, 12)
(5, 1, 12)
(5, 2, 12)
(5, 3, 12)
(5, 4, 6)
(6, 0, 12)
(6, 1, 12)
(6, 2, 12)
(6, 3, 12)
(6, 4, 7)
(7, 0, 12)
(7, 1, 12)
(7, 2, 12)
(7, 3, 12)
(7, 4, 6)
(7, 5, 18)
(8, 0, 13)
(8, 1, 10)
(8, 2, 5)
(8, 3, 10)
(8, 4, 2)
(9, 0, 12)
(9, 1, 12)
(9, 2, 6)
(10, 0, 13)
(10, 1, 10)
(10, 2, 2)
(13, 1, 11)
(13, 2, 0)
(13, 3, 17)
(14, 1, 12)
(14, 2, 6)
(14, 3, 14)
(15, 1, 12)
(15, 2, 7)
(15, 3, 17)
(16, 1, 12)
(16, 2, 7)
(16, 3, 14)
(17, 1, 12)
(17, 2, 6)
(17, 3, 17)
(18, 1, 13)
(18, 2, 2)
(22, 3, 11)
(22, 4, 3)
(22, 5, 0)
(23, 3, 12)
(23, 4, 4)
(23, 5, 1)
(24, 3, 13)
(24, 4, 5)
(24, 5, 2)
(28, 6, 11)
(28, 7, 3)
(28, 8, 0)
(29, 6, 12)
(29, 7, 4)
(29, 8, 1)
(30, 6, 13)
(30, 7, 5)
(30, 8, 2)
(34, 0, 11)
(34, 1, 8)
(34, 2, 3)
(34, 3, 8)
(34, 4, 8)
(34, 5, 8)
(34, 6, 3)
(34, 7, 8)
(34, 8, 8)
(34, 9, 8)
(34, 10, 8)
(34, 11, 3)
(34, 12, 0)
(34, 13, 15)
(35, 0, 12)
(35, 1, 12)
(35, 2, 12)
(35, 3, 12)
(35, 4, 12)
(35, 5, 12)
(35, 6, 12)
(35, 7, 12)
(35, 8, 12)
(35, 9, 12)
(35, 10, 12)
(35, 11, 12)
(35, 12, 6)
(35, 13, 16)
(36, 0, 13)
(36, 1, 5)
(36, 2, 10)
(36, 3, 5)
(36, 4, 10)
(36, 5, 5)
(36, 6, 5)
(36, 7, 10)
(36, 8, 5)
(36, 9, 5)
(36, 10, 10)
(36, 11, 5)
(36, 12, 2)
(36, 13, 19)
