(60, 7, 12)
(60, 8, 12)
(60, 9, 7)
(60, 10, 18)
(61, 11, 1)
(31, 6, 18)
(61, 3, 12)
(16, 4, 12)
(16, 5, 6)
(19, 6, 17)
(19, 0, 12)
(19, 1, 13)
(19, 2, 5)
(19, 3, 2)
(20, 0, 114)
(20, 1, 12)
(20, 2, 12)
(20, 3, 12)
(20, 4, 6)
(20, 5, 17)
(21, 0, 12)
(21, 1, 12)
(21, 1, 12)
(21, 3, 12)
(21, 4, 12)
(21, 5, 1)
(21, 6, 14)
(22, 0, 13)
(22, 1, 10)
(22, 2, 5)
(22, 3, 10)
(22, 4, 5)
(22, 5, 2)
(22, 6, 19)
(23, 0, 13)
(23, 1, 10)
(23, 2, 5)
(23, 3, 2)
(28, 4, 11)
(28, 5, 8)
(28, 6, 0)
(29, 0, 11)
(29, 1, 8)
(29, 2, 3)
(29, 3, 0)
(30, 0, 12)
(30, 1, 12)
(30, 2, 12)
(30, 3, 12)
(30, 4, 8)
(30, 5, 0)
(30, 6, 18)
(31, 5, 13)
(31, 6, 2)
(31, 7, 18)
(31, 8, 10)
(31, 9, 5)
(31, 10, 2)
(32, 1, 11)
(32, 6, 0)
(32, 5, 12)
(32, 6, 6)
(32, 5, 14)
(32, 6, 14)
(33, 4, 12)
(33, 5, 12)
(33, 6, 6)
(33, 7, 19)
(34, 5, 13)
(34, 6, 2)
(40, 5, 11)
(40, 6, 0)
(41, 5, 12)
(41, 6, 6)
(42, 5, 13)
(42, 6, 18)
(43, 0, 13)
(43, 1, 10)
(43, 2, 5)
(43, 3, 12)
(43, 4, 12)
(43, 5, 7)
(43, 6, 14)
(44, 3, 13)
(44, 4, 2)
(44, 5, 2)
(47, 6, 14)
(49, 3, 13)
(49, 4, 5)
(49, 5, 2)
(49, 6, 1)
(50, 3, 11)
(50, 4, 2)
(51, 5, 16)
(51, 3, 13)
(51, 4, 2)
(56, 5, 11)
(56, 6, 3)
(56, 7, 0)
(57, 1, 12)
(57, 2, 6)
(59, 0, 12)
(59, 1, 12)
(59, 2, 1)
(60, 0, 12)
(60, 1, 12)
(60, 2, 6)
(60, 3, 18)
(61, 0, 12)
(61, 1, 12)
(61, 2, 7)
(61, 3, 19)
(62, 0, 13)
(62, 1, 5)
(62, 2, 2)
(0, 6, 3)
(0, 7, 0)
(0, 8, 19)
(1, 5, 12)
(1, 7, 6)
(1, 8, 15)
(1, 0, 12)
(1, 1, 12)
(1, 2, 12)
(1, 3, 12)
(1, 4, 12)
(1, 5, 12)
(1, 6, 12)
(1, 7, 6)
(1, 8, 15)
(2, 5, 12)
(2, 6, 12)
(2, 7, 7)
(2, 9, 16)
(3, 6, 12)
(3, 7, 6)
(3, 8, 19)
(4, 5, 12)
(4, 6, 12)
(4, 7, 1)
(5, 5, 13)
(5, 6, 5)
(5, 7, 2)
(8, 0, 11)
(8, 1, 8)
(8, 2, 8)
(8, 3, 8)
(8, 4, 3)
(9, 5, 0)
(10, 0, 12)
(10, 1, 4)
(10, 2, 12)
(10, 3, 12)
(10, 4, 6)
(2, 5, 16)
(3, 7, 12)
(3, 8, 19)
(3, 9, 12)
(3, 10, 12)
(3, 11, 12)
(3, 12, 6)
(3, 6, 12)
(3, 7, 7)
(3, 8, 19)
(4, 5, 12)
(4, 6, 12)
(4, 7, 6)
(5, 5, 11)
(5, 6, 5)
(5, 7, 2)
(8, 0, 11)
(6, 1, 8)
(61, 2, 10)
(61, 3, 5)
(16, 4, 10)
(16, 5, 5)
(16, 6, 10)
(16, 7, 2)
(17, 0, 13)
(17, 1, 10)
(17, 2, 5)
(18, 3, 2)
(18, 4, 19)
(19, 0, 13)
(19, 1, 10)
(19, 2, 5)
(29, 3, 10)
(29, 4, 5)
(20, 5, 0)
(20, 4, 4)
(20, 5, 6)
(20, 6, 19)
(21, 0, 12)
(21, 1, 12)
(21, 2, 12)
(21, 3, 12)
(21, 4, 7)
(21, 5, 14)
(22, 0, 11)
(22, 1, 10)
(22, 2, 0)
(22, 3, 10)
(22, 4, 5)
(22, 5, 2)
(23, 0, 13)
(23, 1, 10)
(24, 2, 5)
(23, 3, 0)
(25, 1, 4)
(25, 2, 11)
(25, 3, 3)
(25, 4, 0)
(29, 0, 12)
(30, 1, 11)
(30, 2, 8)
(30, 3, 3)
(30, 4, 3)
(30, 5, 0)
(30, 6, 19)
(30, 0, 11)
(30, 1, 8)
(30, 2, 8)
(30, 3, 3)
(30, 4, 3)
(31, 5, 0)
(31, 6, 18)
(31, 7, 18)
(33, 5, 11)
(33, 6, 2)
(34, 5, 11)
(34, 6, 0)
(35, 5, 12)
(35, 6, 7)
(35, 5, 14)
(35, 6, 14)
(36, 0, 12)
(36, 1, 12)
(36, 2, 12)
(36, 3, 12)
(36, 4, 12)
(36, 5, 4)
(36, 6, 4)
(36, 3, 12)
(36, 4, 12)
(36, 5, 7)
(36, 6, 19)
(47, 0, 12)
(47, 1, 12)
(47, 2, 12)
(47, 3, 7)
(48, 3, 19)
(48, 2, 12)
(48, 3, 1)
(49, 2, 9)
(49, 3, 6)
(50, 1, 11)
(50, 3, 0)
(50, 4, 19)
(51, 2, 9)
(51, 3, 1)
(52, 2, 13)
(52, 3, 2)
